id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,region_name,local_region
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,California,CA
3754,KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,680,Illinois,IL
3622,KJFK,large_airport,John F Kennedy International Airport,40.639447,-73.779317,13,New York,NY
3384,KATL,large_airport,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,Georgia,GA
3878,KSFO,large_airport,San Francisco International Airport,37.619806,-122.374821,13,California,CA
3521,KEWR,large_airport,Newark Liberty International Airport,40.692501,-74.168701,18,New Jersey,NJ
3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607,Texas,TX
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181,Nevada,NV
3670,KMCO,large_airport,Orlando International Airport,28.429399490356445,-81.30899810791016,96,Florida,FL
3486,KDEN,large_airport,Denver International Airport,39.861698150635,-104.672996521,5431,Colorado,CO
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,Virginia,VA
3643,KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,21,New York,NY
3685,KMIA,large_airport,Miami International Airport,25.79319953918457,-80.29060363769531,8,Florida,FL
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135,Arizona,AZ
3875,KSEA,large_airport,Seattle–Tacoma International Airport,47.447943,-122.310276,433,Washington,WA
3422,KBOS,large_airport,Logan International Airport,42.36197,-71.0079,20,Massachusetts,MA
3771,KPHL,large_airport,Philadelphia International Airport,39.871899,-75.241096,36,Pennsylvania,PA
3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748,North Carolina,NC
3604,KIAH,large_airport,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,97,Texas,TX
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15,District of Columbia,DC
3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645,Michigan,MI
3709,KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,841,Minnesota,MN
3887,KSLC,large_airport,Salt Lake City International Airport,40.78886,-111.979866,4227,Utah,UT
3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9,Florida,FL
3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620,Illinois,IL
3435,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,Maryland,MD
3862,KSAN,large_airport,San Diego International Airport,32.7336006165,-117.190002441,17,California,CA
3905,KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,Missouri,MO
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,Hawaii,HI
3768,KPDX,large_airport,Portland International Airport,45.588699,-122.598,31,Oregon,OR
3711,KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.993401,-90.258003,4,Louisiana,LA
3926,KTPA,large_airport,Tampa International Airport,27.9755,-82.533203,26,Florida,FL
3420,KBNA,large_airport,Nashville International Airport,36.1245,-86.6782,599,Tennessee,TN
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896,Kentucky,KY
3386,KAUS,large_airport,Austin Bergstrom International Airport,30.197535,-97.662015,542,Texas,TX
3844,KRDU,large_airport,Raleigh Durham International Airport,35.877602,-78.787498,435,North Carolina,NC
3778,KPIT,large_airport,Pittsburgh International Airport,40.491501,-80.232903,1203,Pennsylvania,PA
3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,62,California,CA
3668,KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,Missouri,MO
3863,KSAT,large_airport,San Antonio International Airport,29.533701,-98.469803,809,Texas,TX
3744,KOAK,large_airport,Metropolitan Oakland International Airport,37.720085,-122.221184,9,California,CA
3894,KSNA,large_airport,John Wayne Orange County International Airport,33.675701,-117.867996,56,California,CA
3675,KMEM,large_airport,Memphis International Airport,35.0424,-89.9767,341,Tennessee,TN
3588,KHOU,medium_airport,William P Hobby Airport,29.645399,-95.2789,46,Texas,TX
3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.411701,-81.8498,791,Ohio,OH
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,Indiana,IN
3479,KDAL,medium_airport,Dallas Love Field,32.847099,-96.851799,487,Texas,TX
3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815,Ohio,OH
16091,KABQ,large_airport,Albuquerque International Sunport,35.039976,-106.608925,5355,New Mexico,NM
3690,KMKE,large_airport,General Mitchell International Airport,42.947201,-87.896599,723,Wisconsin,WI
3932,KTUS,medium_airport,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053,2643,Arizona,AZ
3620,KJAX,large_airport,Jacksonville International Airport,30.492469,-81.687813,30,Florida,FL
3431,KBUF,large_airport,Buffalo Niagara International Airport,42.940498,-78.732201,728,New York,NY
3396,KBDL,large_airport,Bradley International Airport,41.93851,-72.688066,173,Connecticut,CT
5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.179004,-149.992561,152,Alaska,AK
3747,KOKC,large_airport,Will Rogers World Airport,35.393388,-97.598248,1295,Oklahoma,OK
5455,PHOG,large_airport,Kahului International Airport,20.896263,-156.431837,54,Hawaii,HI
3892,KSMF,large_airport,Sacramento International Airport,38.6954,-121.591003,27,California,CA
3766,KPBI,large_airport,Palm Beach International Airport,26.683201,-80.095596,19,Florida,FL
3751,KOMA,large_airport,Eppley Airfield,41.3032,-95.894096,984,Nebraska,NE
3432,KBUR,medium_airport,Bob Hope Airport,34.197703,-118.356378,778,California,CA
3450,KCHS,medium_airport,Charleston International Airport,32.898602,-80.040497,46,South Carolina,SC
3873,KSDF,large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,501,Kentucky,KY
3853,KRNO,large_airport,Reno Tahoe International Airport,39.4991,-119.767998,4415,Nevada,NV
3795,KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,55,Rhode Island,RI
3755,KORF,large_airport,Norfolk International Airport,36.895341,-76.201,26,Virginia,VA
3512,KELP,medium_airport,El Paso International Airport,31.807199,-106.377998,3959,Texas,TX
3644,KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,60,California,CA
3847,KRIC,large_airport,Richmond International Airport,37.505199,-77.319702,167,Virginia,VA
3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.127602,-81.202103,50,Georgia,GA
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,30,Florida,FL
3406,KBHM,medium_airport,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,650,Alabama,AL
5448,PHKO,medium_airport,Ellison Onizuka Kona International Airport at Keahole,19.738783,-156.045603,47,Hawaii,HI
3589,KHPN,medium_airport,Westchester County Airport,41.06700134277344,-73.70760345458984,439,New York,NY
3371,KALB,medium_airport,Albany International Airport,42.74829864501953,-73.80169677734375,285,New York,NY
3421,KBOI,medium_airport,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,Idaho,ID
3752,KONT,large_airport,Ontario International Airport,34.056,-117.600998,944,California,CA
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,421,New York,NY
3566,KGRR,medium_airport,Gerald R. Ford International Airport,42.88079834,-85.52279663,794,Michigan,MI
3855,KROC,medium_airport,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,559,New York,NY
3496,KDSM,medium_airport,Des Moines International Airport,41.534,-93.663101,958,Iowa,IA
3481,KDAY,medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,1009,Ohio,OH
3605,KICT,medium_airport,Wichita Eisenhower National Airport,37.649899,-97.433098,1333,Kansas,KS
3757,KOSH,medium_airport,Wittman Regional Airport,43.98440170288086,-88.55699920654297,808,Wisconsin,WI
3645,KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,262,Arkansas,AR
3552,KGEG,medium_airport,Spokane International Airport,47.6199,-117.533997,2376,Washington,WA
3707,KMSN,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,887,Wisconsin,WI
3930,KTUL,large_airport,Tulsa International Airport,36.19839859008789,-95.88809967041016,677,Oklahoma,OK
3796,KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,76,Maine,ME
3463,KCOS,medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187,Colorado,CO
3684,KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,266,New Hampshire,NH
3938,KTYS,medium_airport,McGhee Tyson Airport,35.811001,-83.994003,981,Tennessee,TN
3430,KBTV,medium_airport,Burlington International Airport,44.471901,-73.153297,335,Vermont,VT
3792,KPSP,medium_airport,Palm Springs International Airport,33.8297,-116.507004,477,California,CA
3866,KSBA,medium_airport,Santa Barbara Municipal Airport,34.426201,-119.839996,13,California,CA
3569,KGSP,medium_airport,Greenville Spartanburg International Airport,34.895699,-82.218903,964,South Carolina,SC
3522,KEYW,medium_airport,Key West International Airport,24.556101,-81.759598,3,Florida,FL
3783,KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,121,Florida,FL
5449,PHLI,medium_airport,Lihue Airport,21.976,-159.339005,153,Hawaii,HI
3924,KTLH,medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,81,Florida,FL
3640,KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,979,Kentucky,KY
3838,KRAP,medium_airport,Rapid City Regional Airport,44.0452995300293,-103.05699920654297,3204,South Dakota,SD
3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.394631,-82.554359,30,Florida,FL
3568,KGSO,medium_airport,Piedmont Triad International Airport,36.097801,-79.937302,925,North Carolina,NC
3401,KBFI,medium_airport,Boeing Field King County International Airport,47.529999,-122.302002,21,Washington,WA
3920,KTEB,medium_airport,Teterboro Airport,40.850101,-74.060799,9,New Jersey,NJ
3705,KMRY,medium_airport,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,257,California,CA
3775,KPIE,medium_airport,St. Petersburg Clearwater International Airport,27.9102,-82.687401,11,Florida,FL
3478,KDAB,medium_airport,Daytona Beach International Airport,29.179899,-81.058098,34,Florida,FL
3387,KAVL,medium_airport,Asheville Regional Airport,35.436199,-82.541801,2165,North Carolina,NC
3876,KSFB,large_airport,Orlando Sanford International Airport,28.777599334716797,-81.23750305175781,55,Florida,FL
3405,KBGR,medium_airport,Bangor International Airport,44.8074,-68.828102,192,Maine,ME
3439,KCAK,medium_airport,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1228,Ohio,OH
21321,KVGT,medium_airport,North Las Vegas Metropolitan International Airport,36.210701,-115.194,2205,Nevada,NV
3438,KCAE,medium_airport,Columbia Metropolitan Airport,33.938801,-81.119499,236,South Carolina,SC
3672,KMDT,medium_airport,Harrisburg International Airport,40.193501,-76.763397,310,Pennsylvania,PA
3448,KCHA,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683,Tennessee,TN
3594,KHSV,medium_airport,Huntsville International Carl T Jones Field,34.637199,-86.775101,629,Alabama,AL
3449,KCHO,medium_airport,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639,Virginia,VA
3633,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,Texas,TX
3717,KMYR,medium_airport,Myrtle Beach International Airport,33.679699,-78.928299,25,South Carolina,SC
3524,KFAT,medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,336,California,CA
3618,KJAC,medium_airport,Jackson Hole Airport,43.6072998046875,-110.73799896240234,6451,Wyoming,WY
19912,KFXE,medium_airport,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,13,Florida,FL
21333,KVNY,medium_airport,Van Nuys Airport,34.209800720215,-118.48999786377,802,California,CA
3562,KGRB,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,695,Wisconsin,WI
5457,PHTO,medium_airport,Hilo International Airport,19.721399,-155.048004,38,Hawaii,HI
21033,KSAF,medium_airport,Santa Fe Municipal Airport,35.6171,-106.088997,6348,New Mexico,NM
3767,KPDK,medium_airport,DeKalb Peachtree Airport,33.87633,-84.30213,1003,Georgia,GA
19291,KAPA,medium_airport,Centennial Airport,39.57009888,-104.848999,5885,Colorado,CO
20187,KISM,medium_airport,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,82,Florida,FL
3879,KSGF,medium_airport,Springfield Branson National Airport,37.245701,-93.388603,1268,Missouri,MO
3377,KAMA,medium_airport,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,Texas,TX
3869,KSBP,medium_airport,San Luis County Regional Airport,35.236801147499996,-120.641998291,212,California,CA
3868,KSBN,medium_airport,South Bend Regional Airport,41.708698,-86.317299,799,Indiana,IN
21087,KSMO,medium_airport,Santa Monica Municipal Airport,34.0158,-118.450996,170,California,CA
20765,KORL,small_airport,Orlando Executive Airport,28.5455,-81.332901,113,Florida,FL
20589,KMYF,small_airport,Montgomery-Gibbs Executive Airport,32.8157,-117.139999,427,California,CA
3547,KFWA,medium_airport,Fort Wayne International Airport,40.9785,-85.195099,814,Indiana,IN
3723,KNEW,medium_airport,Lakefront Airport,30.042400360107,-90.028297424316,8,Louisiana,LA
19517,KCMA,large_airport,Camarillo International Airport,34.213699,-119.094002,77,California,CA
3416,KBLI,medium_airport,Bellingham International Airport,48.79280090332031,-122.53800201416016,170,Washington,WA
3408,KBIL,medium_airport,Billings Logan International Airport,45.807701,-108.542999,3652,Montana,MT
5360,PAFA,medium_airport,Fairbanks International Airport,64.815102,-147.856003,439,Alaska,AK
3559,KGNV,medium_airport,Gainesville Regional Airport,29.6900997162,-82.2717971802,152,Florida,FL
3911,KSWF,medium_airport,New York Stewart International Airport,41.504101,-74.104797,491,New York,NY
3523,KFAR,medium_airport,Hector International Airport,46.92070007324219,-96.81580352783203,902,North Dakota,ND
21045,KSDL,small_airport,Scottsdale Airport,33.622898101807,-111.91100311279,1510,Arizona,AZ
3451,KCID,medium_airport,The Eastern Iowa Airport,41.884701,-91.7108,869,Iowa,IA
3541,KFSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,1429,South Dakota,SD
21055,KSEZ,small_airport,Sedona Airport,34.848598480225,-111.78800201416,4830,Arizona,AZ
19552,KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,331,California,CA
3628,KLAL,medium_airport,Lakeland Linder International Airport,27.987656,-82.018776,142,Florida,FL
3616,KISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99,New York,NY
3854,KROA,medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,Virginia,VA
19293,KAPF,medium_airport,Naples Municipal Airport,26.1525993347,-81.7752990723,8,Florida,FL
3491,KDLH,medium_airport,Duluth International Airport,46.842098,-92.193604,1428,Minnesota,MN
3517,KEUG,medium_airport,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,374,Oregon,OR
3356,KABE,medium_airport,Lehigh Valley International Airport,40.651773,-75.442797,393,Pennsylvania,PA
3647,KLNK,medium_airport,Lincoln Airport,40.85100173950195,-96.75920104980469,1219,Nebraska,NE
3663,KMAF,medium_airport,Midland International Air and Space Port,31.942499,-102.202003,2871,Texas,TX
3700,KMOB,medium_airport,Mobile Regional Airport,30.6912,-88.242798,219,Alabama,AL
21114,KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,California,CA
3398,KBED,medium_airport,Laurence G Hanscom Field,42.470001,-71.289001,133,Massachusetts,MA
3693,KMLB,medium_airport,Melbourne Orlando International Airport,28.1028,-80.645302,33,Florida,FL
3609,KILM,medium_airport,Wilmington International Airport,34.270599365234375,-77.90260314941406,32,North Carolina,NC
3763,KPAE,medium_airport,Seattle Paine Field International Airport,47.9063,-122.281998,606,Washington,WA
19292,KAPC,small_airport,Napa County Airport,38.2132,-122.280998,35,California,CA
3437,KBZN,medium_airport,Bozeman Yellowstone International Airport,45.7775,-111.153,4473,Montana,MT
3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346,Mississippi,MS
19308,KASE,medium_airport,Aspen-Pitkin County Airport (Sardy Field),39.223202,-106.869003,7820,Colorado,CO
21410,KXNA,medium_airport,Northwest Arkansas National Airport,36.281898,-94.306801,1287,Arkansas,AR
20757,KOPF,medium_airport,Miami-Opa Locka Executive Airport,25.907,-80.278397,8,Florida,FL
21061,KSGJ,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,10,Florida,FL
3429,KBTR,medium_airport,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70,Louisiana,LA
3861,KSAC,medium_airport,Sacramento Executive Airport,38.5125007629,-121.492996216,24,California,CA
3466,KCRP,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,44,Texas,TX
3388,KAVP,medium_airport,Wilkes Barre Scranton International Airport,41.338500976599995,-75.72339630130001,962,Pennsylvania,PA
19469,KCCR,medium_airport,Buchanan Field,37.9897,-122.056999,26,California,CA
19237,KADS,small_airport,Addison Airport,32.9686012268,-96.8364028931,644,Texas,TX
20805,KPAO,small_airport,Palo Alto Airport of Santa Clara County,37.461101532,-122.114997864,4,California,CA
3629,KLAN,medium_airport,Capital City Airport,42.77870178222656,-84.58740234375,861,Michigan,MI
3708,KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,Montana,MT
3857,KRST,medium_airport,Rochester International Airport,43.908298,-92.5,1317,Minnesota,MN
3689,KMKC,medium_airport,Charles B. Wheeler Downtown Airport,39.123199,-94.592796,759,Missouri,MO
3789,KPRC,medium_airport,Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,5045,Arizona,AZ
20068,KHND,small_airport,Henderson Executive Airport,35.9728012085,-115.134002686,2492,Nevada,NV
3409,KBIS,medium_airport,Bismarck Municipal Airport,46.772701263427734,-100.74600219726562,1661,North Dakota,ND
3360,KACK,medium_airport,Nantucket Memorial Airport,41.25310135,-70.06020355,47,Massachusetts,MA
3659,KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945,483,Ohio,OH
21105,KSQL,medium_airport,San Carlos Airport,37.51313,-122.250838,5,California,CA
3467,KCRW,medium_airport,Yeager Airport,38.3731,-81.593201,981,West Virginia,WV
3557,KGJT,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387,4858,Colorado,CO
21384,KWVI,small_airport,Watsonville Municipal Airport,36.9356994629,-121.790000916,163,California,CA
3535,KFNT,medium_airport,Bishop International Airport,42.96540069580078,-83.74359893798828,782,Michigan,MI
3770,KPHF,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,42,Virginia,VA
20578,KMVY,small_airport,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67,Massachusetts,MA
20384,KLVK,small_airport,Livermore Municipal Airport,37.6934013367,-121.819999695,400,California,CA
3530,KFLG,medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,7014,Arizona,AZ
3551,KGCN,medium_airport,Grand Canyon National Park Airport,35.9524,-112.147003,6609,Arizona,AZ
3571,KGTF,medium_airport,Great Falls International Airport,47.48199844,-111.3710022,3680,Montana,MT
20105,KHXD,medium_airport,Hilton Head Airport,32.2244,-80.697502,19,South Carolina,SC
3950,KVRB,medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,24,Florida,FL
3679,KMFR,medium_airport,Rogue Valley International Medford Airport,42.37419891357422,-122.87300109863281,1335,Oregon,OR
3791,KPSM,medium_airport,Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,100,New Hampshire,NH
3617,KIWA,medium_airport,Phoenix–Mesa Gateway Airport,33.3078,-111.654999,1382,Arizona,AZ
3545,KFTW,medium_airport,Fort Worth Meacham International Airport,32.819801,-97.362396,710,Texas,TX
3961,KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.650938,-114.609375,213,Arizona,AZ
3788,KPRB,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,California,CA
19331,KAVX,small_airport,Catalina Airport,33.4049,-118.416,1602,California,CA
20101,KHWD,small_airport,Hayward Executive Airport,37.659198761,-122.122001648,52,California,CA
3368,KAGS,medium_airport,Augusta Regional At Bush Field,33.3699,-81.9645,144,Georgia,GA
3390,KAZO,medium_airport,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,874,Michigan,MI
3925,KTOL,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,683,Ohio,OH
3928,KTRI,medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,1519,Tennessee,TN
3773,KPIA,medium_airport,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,660,Illinois,IL
3933,KTVC,medium_airport,Cherry Capital Airport,44.74140167236328,-85.58219909667969,624,Michigan,MI
21065,KSGU,medium_airport,St George Regional Airport,37.036389,-113.510306,2941,Utah,UT
3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548,Colorado,CO
3518,KEVV,medium_airport,Evansville Regional Airport,38.0369987488,-87.5324020386,418,Indiana,IN
3561,KGPT,medium_airport,Gulfport Biloxi International Airport,30.407301,-89.070099,28,Mississippi,MS
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099,New York,NY
3794,KPUB,medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,4726,Colorado,CO
3414,KBKL,medium_airport,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583,Ohio,OH
3465,KCPR,medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,5350,Wyoming,WY
3929,KTTN,medium_airport,Trenton Mercer Airport,40.276699,-74.813499,213,New Jersey,NJ
3681,KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,221,Alabama,AL
3882,KSHV,medium_airport,Shreveport Regional Airport,32.446602,-93.8256,258,Louisiana,LA
19320,KATW,medium_airport,Appleton International Airport,44.258099,-88.519096,918,Wisconsin,WI
3934,KTVL,medium_airport,Lake Tahoe Airport,38.89390182495117,-119.99500274658203,6264,California,CA
3419,KBMI,medium_airport,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,871,Illinois,IL
3459,KCMI,medium_airport,University of Illinois Willard Airport,40.039819,-88.276249,755,Illinois,IL
3402,KBFL,medium_airport,Meadows Field,35.433601,-119.056999,510,California,CA
3560,KGON,medium_airport,Groton New London Airport,41.330101,-72.045097,9,Connecticut,CT
3539,KFRG,medium_airport,Republic Airport,40.7288017273,-73.4133987427,82,New York,NY
21204,KTMB,medium_airport,Miami Executive Airport,25.6479,-80.4328,8,Florida,FL
19672,KDVT,small_airport,Phoenix Deer Valley Airport,33.6883010864,-112.083000183,1478,Arizona,AZ
3363,KACY,medium_airport,Atlantic City International Airport,39.45759963989258,-74.57720184326172,75,New Jersey,NJ
3455,KCLL,medium_airport,Easterwood Field,30.58860016,-96.36380005,320,Texas,TX
5379,PAJN,medium_airport,Juneau International Airport,58.355,-134.576004,21,Alaska,AK
3948,KVPS,medium_airport,Destin-Fort Walton Beach Airport,30.4832,-86.525398,87,Florida,FL
20821,KPGA,medium_airport,Page Municipal Airport,36.924234,-111.447716,4316,Arizona,AZ
19673,KDWH,small_airport,David Wayne Hooks Memorial Airport,30.0618000031,-95.55280303960001,152,Texas,TX
3510,KELM,medium_airport,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954,New York,NY
3543,KFSM,medium_airport,Fort Smith Regional Airport,35.336601,-94.367401,469,Arkansas,AR
3893,KSMX,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,261,California,CA
3758,KOSU,medium_airport,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,905,Ohio,OH
3538,KFPR,medium_airport,St Lucie County International Airport,27.49510002,-80.36830139,24,Florida,FL
19866,KFFZ,small_airport,Falcon Field,33.4608001709,-111.727996826,1394,Arizona,AZ
21047,KSEE,small_airport,Gillespie Field,32.826198577881,-116.97200012207,388,California,CA
21314,KVCB,small_airport,Nut Tree Airport,38.376801,-121.961998,117,California,CA
3606,KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744,Idaho,ID
3654,KLSE,medium_airport,La Crosse Regional Airport,43.879002,-91.256699,655,Wisconsin,WI
3678,KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,107,Texas,TX
3695,KMLI,medium_airport,Quad City International Airport,41.448502,-90.5075,590,Illinois,IL
3361,KACT,medium_airport,Waco Regional Airport,31.611299514770508,-97.23049926757812,516,Texas,TX
20160,KIFP,medium_airport,Laughlin Bullhead International Airport,35.157398,-114.559998,701,Arizona,AZ
3576,KHFD,medium_airport,Hartford Brainard Airport,41.736698150635,-72.649398803711,18,Connecticut,CT
20928,KRHV,small_airport,Reid-Hillview Airport of Santa Clara County,37.332901001,-121.819000244,135,California,CA
3476,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,6159,Wyoming,WY
3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54,Massachusetts,MA
3527,KGPI,medium_airport,Glacier Park International Airport,48.31050109863281,-114.25599670410156,2977,Montana,MT
3884,KSJT,medium_airport,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,1919,Texas,TX
21300,KUNV,medium_airport,University Park Airport,40.849374,-77.84852,1239,Pennsylvania,PA
20564,KMTH,medium_airport,The Florida Keys Marathon Airport,24.726101,-81.051399,5,Florida,FL
20054,KHIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,Oregon,OR
20910,KRBD,small_airport,Dallas Executive Airport,32.6809005737,-96.8682022095,660,Texas,TX
3357,KABI,medium_airport,Abilene Regional Airport,32.4113006592,-99.68190002440001,1791,Texas,TX
19868,KFHR,medium_airport,Friday Harbor Airport,48.523654,-123.024645,113,Washington,WA
20822,KPGD,medium_airport,Charlotte County Airport,26.9202,-81.990501,25,Florida,FL
20023,KHAF,small_airport,Half Moon Bay Airport,37.513401031499995,-122.500999451,66,California,CA
20712,KOCF,small_airport,Ocala International Airport - Jim Taylor Field,29.17259979,-82.22419739,90,Florida,FL
21209,KTOA,small_airport,Zamperini Field,33.803398132324,-118.33999633789,103,California,CA
3397,KBDR,medium_airport,Igor I Sikorsky Memorial Airport,41.163502,-73.126198,9,Connecticut,CT
3648,KLNS,medium_airport,Lancaster Airport,40.121700286865234,-76.29609680175781,403,Pennsylvania,PA
3599,KHVN,medium_airport,Tweed New Haven Airport,41.26369858,-72.88680267,12,Connecticut,CT
20053,KHII,medium_airport,Lake Havasu City International Airport,34.571098,-114.358002,783,Arizona,AZ
21220,KTRK,medium_airport,Truckee Tahoe Airport,39.318628,-120.140562,5900,California,CA
3546,KFTY,medium_airport,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,841,Georgia,GA
19550,KCRG,medium_airport,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750001,41,Florida,FL
20785,KOXR,medium_airport,Oxnard Airport,34.200801849365,-119.20700073242,45,California,CA
20296,KL35,small_airport,Big Bear City Airport,34.263802,-116.856003,6752,California,CA
19492,KCHD,small_airport,Chandler Municipal Airport,33.2691,-111.810997,1243,Arizona,AZ
19854,KFDK,small_airport,Frederick Municipal Airport,39.417598724399994,-77.3742980957,303,Maryland,MD
19861,KFFA,small_airport,First Flight Airport,36.0181999207,-75.67130279540001,13,North Carolina,NC
